Year,HeadacheType,Country,StateProvince,AgeRangeLower,AgeRangeUpper,Ethnicity,Gender,Race,AffectedCount,AffectedMarginOfError,SoughtHelpCount,Source
2015,Severe Headache/Migraine,United States,N/A,56,56,Not Hispanic/Spanish origin,Female,White only,222,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,56,56,Not Hispanic/Spanish origin,Male,AIAN only,4,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,56,56,Not Hispanic/Spanish origin,Male,Asian only,12,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,56,56,Not Hispanic/Spanish origin,Male,Black/African American only,31,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,56,56,Not Hispanic/Spanish origin,Male,Multiple race,5,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,56,56,Not Hispanic/Spanish origin,Male,White only,183,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,56,56,Other Spanish,Male,White only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,56,56,Puerto Rico,Female,White only,7,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,56,56,Puerto Rico,Male,Black/African American only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,56,56,Puerto Rico,Male,White only,6,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Central or South American,Female,White only,6,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Central or South American,Male,Asian only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Central or South American,Male,White only,2,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Cuban/Cuban American,Female,Black/African American only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Dominican (Republic),Female,White only,2,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Dominican (Republic),Male,Asian only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Dominican (Republic),Male,White only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Mexican,Female,AIAN only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Mexican,Female,White only,15,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Mexican,Male,White only,12,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Mexican-American,Female,Multiple race,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Mexican-American,Female,White only,7,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Mexican-American,Male,White only,8,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Female,AIAN only,2,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Female,Asian only,18,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Female,Black/African American only,33,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Female,Multiple race,5,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Female,White only,219,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Male,AIAN only,4,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Male,Asian only,11,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Male,Black/African American only,48,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Male,Multiple race,4,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Not Hispanic/Spanish origin,Male,White only,147,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Other Spanish,Female,White only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Other Spanish,Male,White only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Puerto Rico,Female,White only,7,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,57,57,Puerto Rico,Male,White only,3,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Central or South American,Female,AIAN only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Central or South American,Female,Black/African American only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Central or South American,Female,Race group not releasable (See file layout),1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Central or South American,Female,White only,5,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Central or South American,Male,White only,7,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Cuban/Cuban American,Male,White only,3,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Dominican (Republic),Female,White only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Dominican (Republic),Male,White only,2,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Mexican,Female,AIAN only,2,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Mexican,Female,Multiple race,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Mexican,Female,White only,11,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Mexican,Male,AIAN only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Mexican,Male,Multiple race,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Mexican,Male,White only,6,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Mexican-American,Female,Multiple race,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Mexican-American,Female,White only,8,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Mexican-American,Male,White only,11,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Female,AIAN only,2,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Female,Asian only,9,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Female,Black/African American only,40,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Female,Multiple race,7,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Female,White only,212,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Male,AIAN only,3,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Male,Asian only,12,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Male,Black/African American only,37,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Male,Multiple race,5,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Not Hispanic/Spanish origin,Male,White only,207,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Other Spanish,Female,White only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Other Spanish,Male,White only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Puerto Rico,Female,AIAN only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Puerto Rico,Female,White only,7,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Puerto Rico,Male,Asian only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,58,58,Puerto Rico,Male,White only,2,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Central or South American,Female,White only,2,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Central or South American,Male,White only,2,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Cuban/Cuban American,Male,AIAN only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Cuban/Cuban American,Male,White only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Dominican (Republic),Female,White only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Mexican,Female,Multiple race,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Mexican,Female,White only,10,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Mexican,Male,White only,10,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Mexican-American,Female,AIAN only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Mexican-American,Female,White only,5,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Mexican-American,Male,White only,6,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Female,AIAN only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Female,Asian only,12,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Female,Black/African American only,53,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Female,Multiple race,3,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Female,White only,221,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Male,AIAN only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Male,Asian only,7,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Male,Black/African American only,35,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Male,Multiple race,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Not Hispanic/Spanish origin,Male,White only,204,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Other Spanish,Female,White only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Other Spanish,Male,White only,3,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Puerto Rico,Female,Asian only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Puerto Rico,Female,Black/African American only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Puerto Rico,Female,White only,3,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Puerto Rico,Male,Multiple race,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,59,59,Puerto Rico,Male,White only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Central or South American,Female,White only,3,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Central or South American,Male,White only,3,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Cuban/Cuban American,Female,White only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Cuban/Cuban American,Male,White only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Dominican (Republic),Female,White only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Mexican,Female,AIAN only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Mexican,Female,White only,11,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Mexican,Male,AIAN only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Mexican,Male,Multiple race,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Mexican,Male,White only,13,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Mexican-American,Female,White only,3,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Mexican-American,Male,White only,2,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Not Hispanic/Spanish origin,Female,AIAN only,5,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Not Hispanic/Spanish origin,Female,Asian only,19,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Not Hispanic/Spanish origin,Female,Black/African American only,56,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Not Hispanic/Spanish origin,Female,Multiple race,6,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Not Hispanic/Spanish origin,Female,White only,216,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Not Hispanic/Spanish origin,Male,AIAN only,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Not Hispanic/Spanish origin,Male,Asian only,9,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Not Hispanic/Spanish origin,Male,Black/African American only,23,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Not Hispanic/Spanish origin,Male,Multiple race,1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
2015,Severe Headache/Migraine,United States,N/A,60,60,Not Hispanic/Spanish origin,Male,Race group not releasable (See file layout),1,-1,-1,"National Health Interview Survey, 2015, Centers for Disease Control and Prevention, https://www.cdc.gov/nchs/nhis/nhis_2015_data_release.htm"
